task,dataset,method,method_id,cache_policy,cache_window_size,protocol,sampling_stride,num_sequences,num_successful,num_failed,total_frames,mean_acc,mean_acc_med,mean_comp,mean_comp_med,mean_nc,mean_nc_med,mean_overall,mean_ate,mean_rpe_trans,mean_rpe_rot_deg,total_inference_sec,fps_inference,mean_final_frame_ms,max_peak_allocated_mb,max_peak_reserved_mb,peak_allocated_gib,peak_reserved_gib,aggregation
dynamic,tum,Full cache,full_cache,full_cache,,paper,first_50,8,8,0,400,0.09002261941538972,0.026194584592176825,0.04446685087908464,0.006749472007101885,0.596402543296153,0.6522008322434727,0.06724473514723718,0.018664931081769028,0.011569261019095042,0.32216187041502353,70.46460151532665,5.67660912568982,269.4675636291504,13152.41845703125,21498.0,12.8441586494,20.994140625,sequence_equal_mean
dynamic,tum,K4,k4,anchor_recent_dino_diverse_k4,4,paper,first_50,8,8,0,400,0.09393730865340849,0.02707815241425454,0.04512743690953623,0.006065111725618067,0.5996391740552319,0.6577608290122314,0.06953237278147235,0.01683975152781464,0.01318516662754578,0.3352477591834049,33.12026082118973,12.077199577609829,77.06524467468262,8545.87060546875,9472.0,8.34557676315,9.25,sequence_equal_mean
dynamic,tum,K6,k6,anchor_recent_dino_diverse_k6,6,paper,first_50,8,8,0,400,0.10313816523730703,0.03464218357405595,0.04766753659752786,0.006852725846955571,0.596978014024789,0.651770054225849,0.07540285091741744,0.02017733810833218,0.013536637259967146,0.33763435449371704,35.027816931018606,11.419495562276483,81.90377998352051,8937.34912109375,9952.0,8.72788000107,9.71875,sequence_equal_mean
dynamic,tum,K8,k8,anchor_recent_dino_diverse_k8,8,paper,first_50,8,8,0,400,0.11482851887476413,0.04577395879682317,0.04654689543502764,0.008470299950756302,0.5982804871147505,0.654074741163605,0.08068770715489587,0.022268597622334668,0.013235484338174992,0.32900796209209915,37.03117617126554,10.801709298944203,90.4088716506958,9333.31201171875,10448.0,9.11456251144,10.203125,sequence_equal_mean
