dataset,sequence,method,method_id,cache_policy,cache_window_size,num_frames,valid_pixels,abs_rel,sq_rel,rmse,log_rmse,delta_1,delta_2,delta_3,inference_sec,fps_inference,peak_allocated_mib,peak_reserved_mib
sintel,ambush_7,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.05880910903215408,0.003063068026676774,0.040868982672691345,0.07902304083108902,0.9911317825317383,0.9957185387611389,0.9996883869171143,5.9869098929993925,8.35155378878609,8257.98193359375,9866.0
sintel,bamboo_1,Full cache,full_cache,full_cache,,50,22323200,0.18873946368694305,0.38721656799316406,1.4672579765319824,0.2794853746891022,0.746354341506958,0.9302257299423218,0.9590319991111755,7.4141616390006675,6.743850813419729,10520.49755859375,15764.0
sintel,bamboo_1,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.181677907705307,0.3653847575187683,1.3994134664535522,0.272274911403656,0.7724663615226746,0.9321967959403992,0.960503876209259,5.858592517000943,8.534473058999394,8050.5283203125,9864.0
sintel,bamboo_1,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.18474599719047546,0.37511497735977173,1.4275426864624023,0.27465617656707764,0.7643010020256042,0.931377112865448,0.9605454206466675,5.795425345997501,8.627494448622574,8268.869140625,9864.0
sintel,bamboo_1,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.1876862645149231,0.38457155227661133,1.4538967609405518,0.27744603157043457,0.7545886635780334,0.9303199052810669,0.9607110619544983,6.165477849001036,8.109671500660937,8454.06494140625,9866.0
sintel,bamboo_2,Full cache,full_cache,full_cache,,50,22323200,0.36378198862075806,0.9092432856559753,3.547121286392212,0.42298951745033264,0.38548266887664795,0.7719443440437317,0.925561785697937,7.325637876998371,6.825344200672823,10528.99755859375,15766.0
sintel,bamboo_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.3760126531124115,0.9493255019187927,3.5757253170013428,0.43590283393859863,0.39458662271499634,0.759487509727478,0.9051769971847534,5.9177986059985415,8.449087799189009,8048.26513671875,9864.0
sintel,bamboo_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.3839775621891022,0.9793073534965515,3.6014370918273926,0.44019845128059387,0.37864476442337036,0.7479432821273804,0.9047584533691406,5.841850124001212,8.558932348259885,8275.4619140625,9864.0
sintel,bamboo_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.39448925852775574,1.013806939125061,3.652149200439453,0.4499303102493286,0.3744446039199829,0.7257558703422546,0.896794319152832,6.214169999002479,8.046126837216583,8455.09716796875,9866.0
sintel,bandage_1,Full cache,full_cache,full_cache,,50,22323200,0.16496585309505463,0.03428008407354355,0.1907767951488495,0.18602831661701202,0.7827113270759583,0.9961268901824951,0.9985383749008179,7.302128876002826,6.847318206655635,10530.84130859375,15874.0
sintel,bandage_1,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.17775894701480865,0.04060148820281029,0.20111416280269623,0.19912442564964294,0.7211487889289856,0.9963558912277222,0.9985818266868591,5.7866865649994,8.640523283639293,8064.080078125,9864.0
sintel,bandage_1,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.17600633203983307,0.04032624140381813,0.20126794278621674,0.19773490726947784,0.7294995784759521,0.9960742592811584,0.9986007213592529,5.989889905999007,8.347398831141103,8269.59619140625,9864.0
sintel,bandage_1,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.17591752111911774,0.04038422554731369,0.2017904371023178,0.19777433574199677,0.7270102500915527,0.9963623285293579,0.9985910654067993,6.116169543998694,8.17505133569441,8459.92236328125,9866.0
sintel,bandage_2,Full cache,full_cache,full_cache,,50,22323186,0.15301471948623657,0.04422023892402649,0.1876792460680008,0.26482152938842773,0.8489440679550171,0.9324860572814941,0.9488372206687927,7.351900243000273,6.800962791572816,10531.85205078125,15874.0
sintel,bandage_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323186,0.16680671274662018,0.052459053695201874,0.19876544177532196,0.28376224637031555,0.7614509463310242,0.9274594187736511,0.9437811970710754,5.901581138998154,8.472305780834855,8073.7578125,9864.0
sintel,bandage_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323186,0.15969021618366241,0.04944683238863945,0.19424931704998016,0.2753366529941559,0.7984939813613892,0.9298108220100403,0.947857677936554,5.966095899999345,8.380689958404036,8265.2060546875,9864.0
sintel,bandage_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323186,0.14851419627666473,0.042873308062553406,0.1860303282737732,0.2615370750427246,0.842081606388092,0.9317609071731567,0.9550774693489075,6.075299388998246,8.230047080567742,8457.85302734375,9866.0
sintel,cave_2,Full cache,full_cache,full_cache,,50,20586356,0.7619301676750183,7.724249362945557,11.08612060546875,0.7041661143302917,0.3152163624763489,0.5241473317146301,0.6649900674819946,7.309612012999423,6.840308337991119,10538.36572265625,15984.0
sintel,cave_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,20586356,0.7503461241722107,7.3039631843566895,10.663691520690918,0.6767855286598206,0.3136618733406067,0.5479859709739685,0.6833821535110474,5.979314977001195,8.362161918600998,8084.5986328125,9864.0
sintel,cave_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,20586356,0.758521556854248,7.858903408050537,10.94863224029541,0.6897466778755188,0.3064890205860138,0.5397345423698425,0.6779209971427917,5.7801143859978765,8.650347841060592,8266.3203125,9864.0
sintel,cave_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,20586356,0.7636839747428894,8.118393898010254,11.114800453186035,0.7072134017944336,0.28953731060028076,0.5180777907371521,0.6649079918861389,6.262907266998809,7.983512747101562,8455.42236328125,9866.0
sintel,cave_4,Full cache,full_cache,full_cache,,50,22322898,0.4362694025039673,1.5264846086502075,3.7005999088287354,0.4827122390270233,0.24664118885993958,0.5849887728691101,0.8716126680374146,7.405254882000008,6.751962058934023,10534.18603515625,15984.0
sintel,cave_4,K4,k4,anchor_recent_dino_diverse_k4,4,50,22322898,0.44897088408470154,1.5328164100646973,3.8089985847473145,0.5107815265655518,0.23010310530662537,0.5746573209762573,0.8231999278068542,5.9709924919989135,8.373817261870558,8086.7021484375,9864.0
sintel,cave_4,K6,k6,anchor_recent_dino_diverse_k6,6,50,22322898,0.4478559195995331,1.537606120109558,3.811354637145996,0.5016820430755615,0.24184705317020416,0.5826404690742493,0.8417077660560608,5.850487781000993,8.546295945163946,8263.171875,9864.0
sintel,cave_4,K8,k8,anchor_recent_dino_diverse_k8,8,50,22322898,0.4398772120475769,1.530089020729065,3.798811912536621,0.4931817352771759,0.26311078667640686,0.5968448519706726,0.8520539999008179,6.156842288997723,8.12104609035544,8456.73486328125,9866.0
sintel,market_2,Full cache,full_cache,full_cache,,50,20683566,0.2606907784938812,2.110991954803467,8.98000717163086,0.2909078001976013,0.522454559803009,0.8586117029190063,0.9934087991714478,7.434627867998643,6.725286172724029,10537.59521484375,16094.0
sintel,market_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,20683566,0.2801550328731537,2.3874382972717285,9.537248611450195,0.3069169819355011,0.4634406864643097,0.8541534543037415,0.9930026531219482,5.87285696699837,8.513743869630646,8084.1640625,9864.0
sintel,market_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,20683566,0.28367549180984497,2.430149555206299,9.591233253479004,0.3104530870914459,0.45743808150291443,0.8459042310714722,0.9929871559143066,5.802981641998485,8.616260240792444,8266.734375,9864.0
sintel,market_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,20683566,0.28031018376350403,2.513244867324829,9.970098495483398,0.31527596712112427,0.46115583181381226,0.8279786705970764,0.989507794380188,6.010534619999817,8.318727561043733,8452.81396484375,9866.0
sintel,market_5,Full cache,full_cache,full_cache,,50,22323200,0.25213301181793213,0.2883881628513336,1.477731466293335,0.318901926279068,0.6197156310081482,0.8525928854942322,0.9678496718406677,7.327816913999413,6.823314581519852,10544.88330078125,16094.0
sintel,market_5,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.24098879098892212,0.2768571674823761,1.4268643856048584,0.31884413957595825,0.7012050747871399,0.868709921836853,0.9417542219161987,5.9145533310002065,8.453723755931462,8080.3955078125,9864.0
sintel,market_5,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.26123514771461487,0.3106772303581238,1.4707252979278564,0.33816033601760864,0.671033501625061,0.8363929986953735,0.9313958287239075,5.738800879000337,8.71262151348762,8270.490234375,9864.0
sintel,market_5,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.27932441234588623,0.33868059515953064,1.5182487964630127,0.34570181369781494,0.6478487253189087,0.825120747089386,0.9405864477157593,6.0262328009994235,8.297057490329236,8455.52197265625,9866.0
sintel,market_6,Full cache,full_cache,full_cache,,40,17858299,0.5423079133033752,3.069025754928589,9.58332633972168,0.660038411617279,0.31418290734291077,0.6393186450004578,0.7644940614700317,5.513144756001566,7.255387219146806,9863.0078125,16094.0
sintel,market_6,K4,k4,anchor_recent_dino_diverse_k4,4,40,17858299,0.5755603909492493,3.1488401889801025,9.611963272094727,0.6745539903640747,0.24509386718273163,0.585923433303833,0.7521724700927734,4.735951193997607,8.446032985030843,8013.32421875,9864.0
sintel,market_6,K6,k6,anchor_recent_dino_diverse_k6,6,40,17858299,0.6356043219566345,3.322831392288208,9.651659965515137,0.6972199082374573,0.23447930812835693,0.5223633646965027,0.7231897115707397,4.721649957999034,8.471614871033644,8201.89453125,9864.0
sintel,market_6,K8,k8,anchor_recent_dino_diverse_k8,8,40,17858299,0.6945595741271973,3.5632596015930176,9.653969764709473,0.7164632678031921,0.2195073962211609,0.4715791344642639,0.6971290111541748,4.80709667800329,8.321030900633911,8389.55908203125,9866.0
sintel,mountain_1,Full cache,full_cache,full_cache,,50,789411,0.1181689202785492,1.0951201915740967,7.034323692321777,0.14455053210258484,0.8930113911628723,0.9906918406486511,0.9994388818740845,7.402888544002053,6.7541203278699715,10467.09423828125,16094.0
sintel,mountain_1,K4,k4,anchor_recent_dino_diverse_k4,4,50,789411,0.19315209984779358,2.7369065284729004,10.956708908081055,0.22220952808856964,0.7417454719543457,0.9593266844749451,0.9926743507385254,5.861604321999039,8.530087882654628,8003.33203125,9864.0
sintel,mountain_1,K6,k6,anchor_recent_dino_diverse_k6,6,50,789411,0.1623845398426056,1.9789825677871704,9.351568222045898,0.18886180222034454,0.8183735013008118,0.9696254730224609,0.9989625811576843,5.813876562999212,8.600113789517133,8201.91796875,9864.0
sintel,mountain_1,K8,k8,anchor_recent_dino_diverse_k8,8,50,789411,0.12082228809595108,1.1708104610443115,7.219571113586426,0.14753027260303497,0.890218198299408,0.9871955513954163,0.9994477033615112,6.0554000819975045,8.257092730940814,8389.70458984375,9866.0
sintel,shaman_2,Full cache,full_cache,full_cache,,50,22323200,0.10373272001743317,0.04056951031088829,0.3593290448188782,0.16777533292770386,0.9687753915786743,0.9907909035682678,0.9922434091567993,7.4894694030008395,6.676040358742406,10537.94580078125,16094.0
sintel,shaman_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.08888880163431168,0.036222103983163834,0.34657782316207886,0.15992619097232819,0.9747417569160461,0.9910311698913574,0.9923983812332153,5.796317961998284,8.626165839729481,8073.818359375,9864.0
sintel,shaman_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.09038475900888443,0.036894798278808594,0.34771832823753357,0.1608952432870865,0.9735146760940552,0.9910865426063538,0.992405354976654,5.882632671000465,8.499595809625225,8272.1044921875,9864.0
sintel,shaman_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.0884835422039032,0.03671792522072792,0.34679335355758667,0.16053980588912964,0.9738501310348511,0.9910236597061157,0.992375910282135,6.042704871000751,8.27444018322863,8456.12841796875,9866.0
sintel,shaman_3,Full cache,full_cache,full_cache,,50,22323200,0.09301834553480148,0.00753395538777113,0.06019272655248642,0.16045649349689484,0.9151503443717957,0.9532404541969299,0.9981237053871155,7.517524742997921,6.65112543148883,10545.41943359375,16094.0
sintel,shaman_3,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.07090987265110016,0.004507540725171566,0.047596439719200134,0.11494017392396927,0.9312021136283875,0.9847435355186462,0.9999237060546875,5.79380610699809,8.629905640026017,8071.5009765625,9864.0
sintel,shaman_3,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.07346848398447037,0.0049451501108706,0.04994208365678787,0.12173621356487274,0.9369488954544067,0.976087749004364,0.999890148639679,5.9591169790001,8.3905048644287,8280.458984375,9864.0
sintel,shaman_3,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.07812251150608063,0.005749842151999474,0.05390286073088646,0.134597510099411,0.9357964396476746,0.9688186049461365,0.9992683529853821,6.0275177670009725,8.295288696407741,8454.77392578125,9866.0
sintel,sleeping_1,Full cache,full_cache,full_cache,,50,22323200,0.09962502866983414,0.011809001676738262,0.09808966517448425,0.1268918663263321,0.9371636509895325,0.9993851184844971,1.0,7.412582400000247,6.7452875802093395,10548.36572265625,16094.0
sintel,sleeping_1,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.0826311856508255,0.008420166559517384,0.08144191652536392,0.10530601441860199,0.9704024195671082,0.9999285936355591,1.0,5.801948029999039,8.617795220066506,8074.5439453125,9864.0
sintel,sleeping_1,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.08946792781352997,0.009852193295955658,0.08823557198047638,0.11410264670848846,0.9475743174552917,0.9998943209648132,1.0,5.8861868220010365,8.494463650578163,8280.9912109375,9864.0
sintel,sleeping_1,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.09810856729745865,0.011558180674910545,0.0957086831331253,0.12375686317682266,0.9196777939796448,0.9998388886451721,1.0,5.979177606997837,8.362354037030379,8456.58642578125,9866.0
sintel,sleeping_2,Full cache,full_cache,full_cache,,50,22322972,0.06263267993927002,0.01551264338195324,0.18202656507492065,0.09097430855035782,0.9717738032341003,0.9957281351089478,0.9993366599082947,7.336596420998831,6.815149305049659,10538.80224609375,16094.0
sintel,sleeping_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,22322972,0.058411307632923126,0.014558984898030758,0.17666056752204895,0.08736755698919296,0.9733349084854126,0.9954091310501099,0.999290943145752,5.764449096001044,8.673855760941034,8070.3515625,9864.0
sintel,sleeping_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,22322972,0.05777761712670326,0.014255003072321415,0.1749248206615448,0.08646580576896667,0.9737470149993896,0.995625376701355,0.9993432760238647,5.767111633998866,8.669851248454233,8279.34375,9864.0
sintel,sleeping_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,22322972,0.05785238742828369,0.014124023728072643,0.17369656264781952,0.08663762360811234,0.9736647009849548,0.9958546757698059,0.9993723034858704,5.949786981000216,8.40366220835599,8459.06298828125,9866.0
sintel,temple_2,Full cache,full_cache,full_cache,,50,14118881,0.21273291110992432,0.9106336236000061,3.6221437454223633,0.333854079246521,0.8771386742591858,0.8999616503715515,0.914759635925293,7.305789407000702,6.843887390469807,10533.00927734375,16094.0
sintel,temple_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,14118881,0.27949002385139465,1.530835509300232,3.971437692642212,0.38051077723503113,0.8704268932342529,0.9001582860946655,0.9090770483016968,5.778988076999667,8.65203377023733,8074.4833984375,9864.0
sintel,temple_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,14118881,0.2826610505580902,1.4881196022033691,3.925427198410034,0.3791251480579376,0.8697778582572937,0.9004356265068054,0.9095261693000793,5.744056236999313,8.704650152610611,8273.5576171875,9864.0
sintel,temple_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,14118881,0.27549853920936584,1.2983543872833252,3.761967658996582,0.3701753616333008,0.8681678771972656,0.9018657803535461,0.9105621576309204,6.046124988999509,8.269759571787123,8457.02685546875,9866.0
sintel,temple_3,Full cache,full_cache,full_cache,,50,8418204,0.7279746532440186,3.504537582397461,5.43320369720459,0.6693507432937622,0.1807587444782257,0.37115350365638733,0.6152858734130859,7.238078487996972,6.90791072284113,10536.81201171875,16094.0
sintel,temple_3,K4,k4,anchor_recent_dino_diverse_k4,4,50,8418204,0.7537409067153931,3.568556785583496,5.232214450836182,0.6882200241088867,0.17551736533641815,0.3381488621234894,0.6416911482810974,5.776682671999879,8.655486693488406,8068.7841796875,9864.0
sintel,temple_3,K6,k6,anchor_recent_dino_diverse_k6,6,50,8418204,0.7097834348678589,3.3409619331359863,5.398840427398682,0.6614350080490112,0.18895241618156433,0.3523123264312744,0.6562787890434265,5.882954274999065,8.499131161444893,8272.7958984375,9864.0
sintel,temple_3,K8,k8,anchor_recent_dino_diverse_k8,8,50,8418204,0.7163820862770081,3.46362566947937,5.517575740814209,0.6625705361366272,0.18935547769069672,0.3772726356983185,0.6615265011787415,6.0360458200011635,8.283568662504017,8467.21044921875,9866.0
