dataset,sequence,method,method_id,cache_policy,cache_window_size,num_frames,valid_pixels,abs_rel,sq_rel,rmse,log_rmse,delta_1,delta_2,delta_3,inference_sec,fps_inference,peak_allocated_mib,peak_reserved_mib
sintel,alley_1,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.3305196464061737,0.6565247178077698,3.8431334495544434,0.43169736862182617,0.728089451789856,0.7468351721763611,0.8744604587554932,6.2474807519975,8.00322593775316,8124.06982421875,9790.0
sintel,alley_2,Full cache,full_cache,full_cache,,50,22323200,0.18855763971805573,0.8481837511062622,5.547890663146973,0.30729904770851135,0.7317227721214294,0.9488241672515869,0.9766038656234741,7.36334080099914,6.790396010628144,10519.35205078125,15764.0
sintel,alley_2,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.1911306083202362,0.8374071717262268,5.47599458694458,0.30949273705482483,0.6949853897094727,0.9536404013633728,0.9746302962303162,5.821782409999287,8.58843503221999,8033.380859375,9864.0
sintel,alley_2,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.21234242618083954,0.8775202035903931,5.491794586181641,0.3219670355319977,0.6019001007080078,0.954907238483429,0.9746959209442139,6.050509112999862,8.26376740637778,8242.416015625,9864.0
sintel,alley_2,K8,k8,anchor_recent_dino_diverse_k8,8,50,22323200,0.22611504793167114,0.9211634397506714,5.547461986541748,0.3328942060470581,0.5526122450828552,0.9534099102020264,0.9743919968605042,6.026986789001967,8.296019511979004,8459.12353515625,9866.0
sintel,ambush_2,Full cache,full_cache,full_cache,,21,5840302,3.181039571762085,8.496274948120117,12.782196044921875,1.5190223455429077,0.08122199773788452,0.1510305404663086,0.2195882946252823,2.522441950000939,8.32526591939695,8531.31005859375,15764.0
sintel,ambush_2,K4,k4,anchor_recent_dino_diverse_k4,4,21,5840302,2.8065097332000732,7.68373441696167,12.709136962890625,1.433740496635437,0.08184576779603958,0.15091341733932495,0.2100062519311905,2.459406655998464,8.538644859231086,7841.12353515625,9864.0
sintel,ambush_2,K6,k6,anchor_recent_dino_diverse_k6,6,21,5840302,2.90948748588562,7.754171371459961,12.751799583435059,1.4614603519439697,0.08190517872571945,0.15175430476665497,0.21793889999389648,2.44674286100053,8.582838979414703,8047.01123046875,9864.0
sintel,ambush_2,K8,k8,anchor_recent_dino_diverse_k8,8,21,5840302,3.126431465148926,8.347380638122559,12.719813346862793,1.5036219358444214,0.08170570433139801,0.15175533294677734,0.21988965570926666,2.486403571001574,8.445933815780666,8268.7998046875,9866.0
sintel,ambush_4,Full cache,full_cache,full_cache,,33,14731486,0.24203194677829742,0.2956491708755493,1.2777494192123413,0.38435691595077515,0.6283099055290222,0.8584256172180176,0.9287136793136597,4.279092763998051,7.711915076402169,9155.40625,15764.0
sintel,ambush_4,K4,k4,anchor_recent_dino_diverse_k4,4,33,14731486,0.25128114223480225,0.28802335262298584,1.229922890663147,0.3955782353878021,0.6352715492248535,0.8209249377250671,0.9184930324554443,3.844946347999212,8.582694532830647,7726.8896484375,9864.0
sintel,ambush_4,K6,k6,anchor_recent_dino_diverse_k6,6,33,14731486,0.23862525820732117,0.2882291376590729,1.2771281003952026,0.37791189551353455,0.6161141395568848,0.8618924617767334,0.9356436729431152,3.8569137369995588,8.556063798738721,7940.99169921875,9864.0
sintel,ambush_4,K8,k8,anchor_recent_dino_diverse_k8,8,33,14731486,0.22594048082828522,0.3012210428714752,1.3199387788772583,0.36822667717933655,0.6223411560058594,0.8934970498085022,0.9399465918540955,3.8990847570021288,8.463524661970302,8157.19287109375,9866.0
sintel,ambush_5,Full cache,full_cache,full_cache,,50,21174470,0.8200700283050537,7.469820022583008,16.782249450683594,1.062111496925354,0.27497029304504395,0.4533182382583618,0.5118768215179443,7.274039347001235,6.873759903513966,10401.966796875,15764.0
sintel,ambush_5,K4,k4,anchor_recent_dino_diverse_k4,4,50,21174470,0.688203752040863,6.67551326751709,16.597400665283203,1.0048714876174927,0.29221484065055847,0.48422771692276,0.6005249619483948,5.768155229001422,8.668282668366391,7930.85302734375,9864.0
sintel,ambush_5,K6,k6,anchor_recent_dino_diverse_k6,6,50,21174470,0.8158944249153137,7.2333221435546875,16.52519416809082,1.0266560316085815,0.19860577583312988,0.4435287415981293,0.5619862079620361,5.886366091002856,8.494204952088111,8145.69189453125,9864.0
sintel,ambush_5,K8,k8,anchor_recent_dino_diverse_k8,8,50,21174470,0.7837851643562317,7.253292560577393,16.6513729095459,1.0389354228973389,0.2620711624622345,0.4748798906803131,0.5631679892539978,6.0105023169999185,8.318772269429386,8345.943359375,9866.0
sintel,ambush_6,Full cache,full_cache,full_cache,,20,8929280,0.2816857695579529,0.6046729683876038,2.3413209915161133,0.40546247363090515,0.5544069409370422,0.8024197816848755,0.9061326384544373,2.4106826140014164,8.2964052936038,8463.8310546875,15764.0
sintel,ambush_6,K4,k4,anchor_recent_dino_diverse_k4,4,20,8929280,0.2765299081802368,0.4445422291755676,2.398946523666382,0.3724682629108429,0.5203165411949158,0.8456749320030212,0.9487162828445435,2.35454193500118,8.494221191261127,7849.79052734375,9864.0
sintel,ambush_6,K6,k6,anchor_recent_dino_diverse_k6,6,20,8929280,0.2785966992378235,0.45692065358161926,2.306473970413208,0.38145530223846436,0.49668416380882263,0.8444617390632629,0.9371182322502136,2.297936323997419,8.703461358410758,8069.70703125,9864.0
sintel,ambush_6,K8,k8,anchor_recent_dino_diverse_k8,8,20,8929280,0.2777080535888672,0.576861560344696,2.3385941982269287,0.4046398997306824,0.5333863496780396,0.8270910978317261,0.9150847792625427,2.3996891050010163,8.33441296971323,8260.33935546875,9866.0
sintel,ambush_7,Full cache,full_cache,full_cache,,50,22323200,0.05739960819482803,0.002998856594786048,0.04034915938973427,0.07899787276983261,0.9906653165817261,0.995305597782135,0.9996708035469055,7.387492169997131,6.768196682910246,10317.87451171875,15764.0
sintel,ambush_7,K4,k4,anchor_recent_dino_diverse_k4,4,50,22323200,0.05674779787659645,0.0030808027368038893,0.040922779589891434,0.08432641625404358,0.9947580099105835,0.9958817362785339,0.9968149662017822,5.82021089400223,8.590753996822583,7844.8515625,9864.0
sintel,ambush_7,K6,k6,anchor_recent_dino_diverse_k6,6,50,22323200,0.05808523669838905,0.0030169200617820024,0.04055994376540184,0.07877062261104584,0.9926453232765198,0.9952506422996521,0.9996512532234192,5.844266575000802,8.555393454138107,8064.7890625,9864.0
