task,dataset,sequence,method,method_id,cache_policy,cache_window_size,status,error,num_frames,accuracy,accuracy_median,completeness,completeness_median,normal_consistency,normal_consistency_median,overall,pose_status,pose_error,ate,rpe_trans,rpe_rot_deg,icp_fitness,icp_rmse,inference_sec,fps_inference,final_frame_ms,peak_allocated_mib,peak_reserved_mib
static,7scenes,redkitchen/seq-04,Full cache,full_cache,full_cache,,ok,,20,0.05376139622883383,0.03331642864149619,0.04103185139683654,0.017367045448401564,0.7052299508805826,0.8135420838560747,0.04739662381283519,ok,,0.09846108974969364,0.07205022695530851,1.9431252964260204,0.8322025185188467,0.04229568281411358,1.9251370958518237,10.38887050854449,133.32684326171875,9428.69287109375,10630.0
static,7scenes,redkitchen/seq-04,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,20,0.1618674569106862,0.025748353910703445,0.05856635779695217,0.015194541609588292,0.7127054902778318,0.8229069297352073,0.1102169073538192,ok,,0.3173853614881304,0.319742364570655,22.07848621279388,0.8830925089242783,0.038057243724217094,1.5626481880899519,12.798786158288321,77.05097961425781,8259.46044921875,9046.0
static,7scenes,redkitchen/seq-04,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,20,0.05619407352807908,0.03421834193488314,0.043670712185630435,0.016643875498137582,0.6992871385854434,0.8039997102523526,0.04993239285685476,ok,,0.11186297895488466,0.0704284407619369,1.8544298621176245,0.8177220322758627,0.042213089319415135,1.6364985520485789,12.221214601726276,82.22310638427734,8649.32373046875,9630.0
static,7scenes,redkitchen/seq-04,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,20,0.06792542546468039,0.040382999857136365,0.04927811678272121,0.021537928325860108,0.6921281609886523,0.7949001075077597,0.0586017711237008,ok,,0.1293271057471981,0.08379157296094869,1.9934495480935326,0.7554902868842469,0.04258126741095171,1.7136765220202506,11.67081403229008,89.24262237548828,9047.54443359375,10040.0
static,7scenes,redkitchen/seq-06,Full cache,full_cache,full_cache,,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-06,K4,k4,anchor_recent_dino_diverse_k4,4,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-06,K6,k6,anchor_recent_dino_diverse_k6,6,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-12,Full cache,full_cache,full_cache,,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-12,K4,k4,anchor_recent_dino_diverse_k4,4,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-12,K6,k6,anchor_recent_dino_diverse_k6,6,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-14,Full cache,full_cache,full_cache,,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-14,K4,k4,anchor_recent_dino_diverse_k4,4,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,redkitchen/seq-14,K6,k6,anchor_recent_dino_diverse_k6,6,failed,ValueError: reconstruction evaluation requires at least two frames,,,,,,,,,,,,,,,,,,,,
static,7scenes,stairs/seq-01,Full cache,full_cache,full_cache,,ok,,10,0.14177950437162004,0.06679180916716806,0.1363267839912773,0.03427150547260454,0.6286092221104249,0.7131829815135327,0.13905314418144865,ok,,0.18737828375345456,0.14108608228959008,1.3695686827889575,0.6138534108196255,0.047511307518527356,0.8001390451099724,12.497827797699317,88.29747009277344,8260.5537109375,9228.0
static,7scenes,stairs/seq-01,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.18918522108505195,0.10972273242467213,0.1422901428478038,0.048017046829789314,0.5962717535419031,0.6603271029683726,0.16573768196642788,ok,,0.33418902240936216,0.25845043574301124,1.8094100695351663,0.47024767158069847,0.05061439307897092,0.7856771999504417,12.727873483703958,78.9217300415039,8160.60107421875,8902.0
static,7scenes,stairs/seq-01,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.15982720213241675,0.09560300736994343,0.14727710062718768,0.04204285243894945,0.6104879128409034,0.6831509469367214,0.15355215137980222,ok,,0.2086987524974141,0.17821370423850977,1.384251779604295,0.5120267918705059,0.04885605315729155,0.7977273128926754,12.535611904447077,82.44137573242188,8554.20654296875,9518.0
static,7scenes,stairs/seq-01,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.14473119049236638,0.06874580143228948,0.13928670278286986,0.0356279717344252,0.6180177796118689,0.6920761625413052,0.14200894663761812,ok,,0.19320582301348074,0.1467761904778019,1.2691515211739501,0.6083899705595868,0.048251592690699674,0.8343308810144663,11.985652488184256,88.85964965820312,8950.82958984375,9936.0
static,7scenes,stairs/seq-04,Full cache,full_cache,full_cache,,ok,,10,0.049730442578241156,0.03762080855955119,0.09753979091058186,0.024481411252575223,0.7358684893844423,0.8452844920584357,0.0736351167444115,ok,,0.04858127517228441,0.06313294966566627,1.332014865184043,0.8706683687467264,0.043393170701952796,0.8025069509167224,12.460951258524013,88.94464111328125,8260.5537109375,9228.0
static,7scenes,stairs/seq-04,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.05471004574896645,0.04498731701242898,0.10363081713949791,0.035721979982103184,0.73583487105858,0.8461180519290612,0.07917043144423218,ok,,0.05491735627353871,0.07056606116075778,1.2199296685323437,0.8736001487430531,0.04808088832888014,0.792541204020381,12.617640507865431,78.10765075683594,8160.60107421875,8902.0
static,7scenes,stairs/seq-04,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.05767968952113885,0.04854394830846812,0.10242560585190731,0.03147689974547888,0.7377466377423316,0.8492304791761343,0.08005264768652308,ok,,0.05092691856641358,0.0648767230206464,1.335483058780957,0.8444909518421692,0.04916833245226683,0.8143725851550698,12.279391745604793,82.22013092041016,8554.20654296875,9518.0
static,7scenes,stairs/seq-04,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.04948208527563778,0.037508662677687106,0.09718177282771799,0.023945684910134987,0.736306646715474,0.8462354524220657,0.07333192905167789,ok,,0.04900728468060087,0.06413659144971896,1.329120834213111,0.8720877765407717,0.04329473852452364,0.8208624781109393,12.182308567706885,87.81311798095703,8950.82958984375,9936.0
static,eth3d,courtyard,Full cache,full_cache,full_cache,,ok,,10,1.595967227171824,1.340866693221102,1.193253364089103,1.0961826860751103,0.7979035849608794,0.9443660077710097,1.3946102956304633,ok,,3.480493973138874,7.606144272843601,85.0190080409667,0.02158492979447077,0.06210187360766149,0.7973804378416389,12.541065124532208,88.5772476196289,8260.5537109375,9228.0
static,eth3d,courtyard,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,1.6076925004028952,1.6096350226112026,1.223167684463402,1.1954937926273472,0.7856068391473582,0.9515940150133879,1.4154300924331487,ok,,3.552106377152833,7.533232940858694,77.00601651506562,0.08990086921131428,0.04662470664778401,0.8338157569523901,11.993057119177214,81.36396789550781,8160.60107421875,8902.0
static,eth3d,courtyard,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,1.5614396017904417,1.1330907728746136,1.167136375357415,0.8552670959979216,0.7967506741932378,0.9399218437285928,1.3642879885739285,ok,,3.5292444799220095,7.540710720162791,84.62499234490933,0.024942585540277333,0.06472877167371864,0.8056597509421408,12.412187636661718,84.9807357788086,8554.20654296875,9518.0
static,eth3d,courtyard,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,1.595750703578103,1.3368928148975145,1.192845968129732,1.0874295001898535,0.797966869784442,0.9436278148132143,1.3942983358539176,ok,,3.481215488735143,7.605928737811646,85.01938469531686,0.021672141632024185,0.06223269539749783,0.8295313462149352,12.054999543572348,88.42752075195312,8950.82958984375,9936.0
static,eth3d,delivery_area,Full cache,full_cache,full_cache,,ok,,10,2.3706689424100436,2.14085315927841,1.7787814248129152,1.7848519913549583,0.7120262255979031,0.9416151125749759,2.0747251836114793,ok,,1.2726615611420233,3.0032844887784766,68.98969452505789,0.004261363636363636,0.06689984449127787,0.7976974819321185,12.536080690362475,88.56473541259766,8260.5537109375,9228.0
static,eth3d,delivery_area,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,3.3289793328017594,2.603611202866708,2.963292897325293,2.1215074733750345,0.6294502638736053,0.8730074281265701,3.146136115063526,ok,,1.2264085198471104,3.2898578039114037,73.26906086295764,0.0027196507760532153,0.06582176602443048,0.7973323510959744,12.541821470374913,78.51315307617188,8160.60107421875,8902.0
static,eth3d,delivery_area,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,2.3170645310277846,2.10103725505833,1.5831610925891584,1.676864745298953,0.7234704401035619,0.9451411976431384,1.9501128118084714,ok,,1.7486728853316782,3.1029224319587687,71.4320686574788,0.003637749445676275,0.06514398072265459,0.8056494360789657,12.412346551955943,81.74285125732422,8554.20654296875,9518.0
static,eth3d,delivery_area,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,2.37020581640628,2.1537423843289165,1.7760680307432524,1.7795671001465583,0.7095052336853584,0.9374399872700233,2.073136923574766,ok,,1.3670426325892389,2.994356575021902,69.22076915039074,0.00414010532150776,0.06567714299141114,0.8678919030353427,11.522172248670898,88.49100494384766,8950.82958984375,9936.0
static,eth3d,electro,Full cache,full_cache,full_cache,,ok,,10,0.46190381945470604,0.2556262889158973,0.5392788692484053,0.15318830250471646,0.9120589588530894,0.996722730392039,0.5005913443515557,ok,,1.0759774522842722,1.5006860762143448,6.776619506621375,0.28481602740617074,0.0512191707523872,0.8134655440226197,12.293083675738249,89.21395111083984,8260.5537109375,9228.0
static,eth3d,electro,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.47443125476692727,0.29059408389619656,0.6360291999836967,0.18835104574950864,0.9059439315371196,0.9960582454925848,0.555230227375312,ok,,1.207089554165856,1.8040970211102005,6.023495647292552,0.2339498276273281,0.05003856573253035,0.791502014035359,12.634206638358934,79.20025634765625,8160.60107421875,8902.0
static,eth3d,electro,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.5035490230940811,0.27641602214134176,0.5528626898667803,0.1649948099566114,0.9180721662982625,0.9968404892580974,0.5282058564804307,ok,,0.8569985364776469,1.3694444568599349,6.807593413531641,0.2410507144250992,0.05657743782657257,0.80187002196908,12.47084904788422,81.81043243408203,8554.20654296875,9518.0
static,eth3d,electro,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.4555455590859556,0.2460459524181432,0.5256077993853595,0.14969763097750233,0.9201828516827609,0.9969067812132146,0.49057667923565756,ok,,1.0044099163121993,1.433367193729224,6.774435920259037,0.29607987684568854,0.05231830346736977,0.8267610180191696,12.095393689410907,88.79718780517578,8950.82958984375,9936.0
static,eth3d,facade,Full cache,full_cache,full_cache,,ok,,10,1.660005356610556,1.6222342738497169,2.1856306541917947,1.0182497278760907,0.8141837849352006,0.9577986594130138,1.9228180054011754,ok,,1.962295280932818,2.347789234588497,38.593170916211335,0.13534217867206638,0.05994311137238367,0.8093311479315162,12.355881798887813,88.62822723388672,8260.5537109375,9228.0
static,eth3d,facade,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,1.1300877404283707,0.5385258297295653,1.7162002052966454,0.3515481665165409,0.8435716369687207,0.9738206521244221,1.423143972862508,ok,,3.2707245858071925,4.535275016392122,38.56457436988785,0.13934948528058227,0.060373211519784,0.7776559321209788,12.859157356037906,77.43795013427734,8160.60107421875,8902.0
static,eth3d,facade,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,1.706044157213933,1.7045821416496567,2.2412447757455403,1.028154912157635,0.8087052172758469,0.9568627970458419,1.9736444664797368,ok,,2.006254348786014,2.322454819587115,38.59149441090296,0.13333144532079694,0.05992020254492096,0.8032126929610968,12.450002455930244,81.24518585205078,8554.20654296875,9518.0
static,eth3d,facade,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,1.6879401819044038,1.6390982970457764,2.194136499809531,1.0234208941229543,0.8110965110373178,0.9565750062889197,1.9410383408569674,ok,,1.9651721414355434,2.348374482346966,38.59310453092153,0.13287832231206015,0.05991899291274365,0.8319819611497223,12.019491367554318,90.03929901123047,8950.82958984375,9936.0
static,eth3d,kicker,Full cache,full_cache,full_cache,,ok,,10,0.08420829124292402,0.04285752146502772,0.050852842168787875,0.029928198449419588,0.9141989865308795,0.9966556875358974,0.06753056670585594,ok,,0.16981323587300695,0.24424329283844345,2.0717802784649804,0.7267291798237184,0.04199913632658873,0.8027501138858497,12.457176681786171,88.73072052001953,8260.5537109375,9228.0
static,eth3d,kicker,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.07902091926244646,0.039208114571331214,0.04640103325955251,0.02720515619815925,0.9149487169902536,0.9964196570300927,0.06271097626099949,ok,,0.1712764538874292,0.2560929447775329,2.03884746325318,0.7500411872923474,0.04085453661970713,0.7761818619910628,12.883578565399592,76.9986572265625,8160.60107421875,8902.0
static,eth3d,kicker,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.08373998062899018,0.04200162734560777,0.05017790554485964,0.029232473813784337,0.9140724614395578,0.9966362657321396,0.0669589430869249,ok,,0.17356295799199833,0.24563322102983987,2.1189486104718083,0.7270380845163239,0.04127171528083703,0.7969705981668085,12.54751432863646,81.87100982666016,8554.20654296875,9518.0
static,eth3d,kicker,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.08649183252542396,0.04273901137185929,0.050922087953356884,0.029794624306779247,0.9164758915899665,0.996648088568115,0.06870696023939042,ok,,0.1858660336753617,0.2466556643018442,2.0738034386726336,0.7267566380186167,0.04193053731547994,0.8227778889704496,12.153948391239709,88.51660919189453,8950.82958984375,9936.0
static,eth3d,meadow,Full cache,full_cache,full_cache,,ok,,10,0.46455782926108785,0.23641746032121877,0.47632060688157374,0.05104566871563483,0.8862291049984707,0.9961641803570056,0.4704392180713308,ok,,7.019980533196832,10.99466065102744,1.9768624850456065,0.3492741569635566,0.046757071980390384,0.8114754520356655,12.32323168238056,89.44457244873047,8260.5537109375,9228.0
static,eth3d,meadow,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.2795233432847124,0.13666241591644898,0.18221678655355122,0.03668323592524485,0.9108880805683595,0.9926501173338687,0.2308700649191318,ok,,5.95204080486382,9.235460794648938,3.2326638053087353,0.4426810827158627,0.04522857460903894,0.7841913949232548,12.751988946497754,77.92742156982422,8160.60107421875,8902.0
static,eth3d,meadow,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.33817665985051837,0.13449926773317644,0.3468428857727497,0.04165366726043977,0.915719191328909,0.993647095776335,0.34250977281163403,ok,,7.022336122747909,11.001940796535399,2.018710652292117,0.422092847421745,0.047515753979606445,0.8088044819887727,12.363927528456516,82.72077178955078,8554.20654296875,9518.0
static,eth3d,meadow,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.4639685546126899,0.3341303880241598,0.4893531610815275,0.05790964941162917,0.9048577159838317,0.9964959863208371,0.47666085784710865,ok,,7.020162671499096,10.997552286143486,2.0363825045504376,0.24946317858763042,0.03280509672813075,0.8182834240142256,12.220704595167447,88.20428466796875,8950.82958984375,9936.0
static,eth3d,office,Full cache,full_cache,full_cache,,ok,,10,0.3639542552066339,0.36012025130812964,0.3073970492165369,0.2787280173586051,0.8283312072948149,0.9903234789007777,0.33567565221158535,ok,,0.4556836863299069,0.7716764489527698,34.60084153872516,0.12953731165380059,0.047704014141025194,0.8163385100197047,12.249820236654793,92.56550598144531,8260.5537109375,9228.0
static,eth3d,office,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.40588486840510896,0.41693783834798714,0.34845320981899197,0.3697997345294313,0.7993838457363607,0.9736098845871797,0.37716903911205046,ok,,0.4456239873185911,0.7533820572309824,34.60234574898839,0.12982478281904042,0.04720106046744062,0.7854648639913648,12.73131422987488,78.08409881591797,8160.60107421875,8902.0
static,eth3d,office,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.36654108891049086,0.3653805757360179,0.3061397889689151,0.2719639076418526,0.84089599821119,0.9906174939155585,0.336340438939703,ok,,0.45074156164775586,0.7645634534814406,34.601994084766424,0.12827524312347938,0.048904557009930294,0.8167963528539985,12.242953785308453,82.78534698486328,8554.20654296875,9518.0
static,eth3d,office,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.36406080920390327,0.36051193446792823,0.30729351229560564,0.27967096887366055,0.8277676827203391,0.9902421904000284,0.33567716074975446,ok,,0.45579274191134556,0.7717852110742386,34.60094160245686,0.12936903584975776,0.047615448008729425,0.8194474978372455,12.20334435872077,88.33433532714844,8950.82958984375,9936.0
static,eth3d,pipes,Full cache,full_cache,full_cache,,ok,,10,0.1948518935670196,0.09439781456587718,0.15689309812360727,0.055746017163977,0.8389440963242254,0.9773655769557339,0.17587249584531345,ok,,0.35978549262102805,0.45240166980480084,16.167461944087112,0.5116430548770559,0.05046458957119773,0.8145381519570947,12.276895779495353,89.24272155761719,8260.5537109375,9228.0
static,eth3d,pipes,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.3631009226714802,0.16423677622382457,0.18455896326032253,0.10920346630386117,0.7877505596871515,0.9496977614622373,0.27382994296590135,ok,,0.4618936986117082,0.9208896267605536,61.84337274478275,0.3383451844614522,0.05541675355067488,0.7787608259823173,12.840912981705452,77.42976379394531,8160.60107421875,8902.0
static,eth3d,pipes,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.21023748494357955,0.10194576255846949,0.17815660399367755,0.07168932853687042,0.8371092226578707,0.9678623863307355,0.19419704446862857,ok,,0.3325361751170526,0.416224368602599,11.763314327047835,0.4957028352240858,0.05039695748344472,0.8182256750296801,12.221567111832885,82.79039764404297,8554.20654296875,9518.0
static,eth3d,pipes,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.1925689889665364,0.0950192767095253,0.15588565327734974,0.054226446831444064,0.8316283927817463,0.9755638426937935,0.17422732112194306,ok,,0.36465055103048455,0.45971723257662683,18.02867738643673,0.5106117353308365,0.05075170563333786,0.8198983799666166,12.196633441826247,87.99129486083984,8950.82958984375,9936.0
static,eth3d,playground,Full cache,full_cache,full_cache,,ok,,10,0.5681731337987835,0.44072279780678886,0.7884013553953075,0.37113647425949253,0.5474341829002507,0.5594164837024118,0.6782872445970456,ok,,0.6870467845467736,1.1425499723706447,93.04909079695038,0.10362671481734305,0.06380519090421616,0.815755977993831,12.258567843526881,90.1673583984375,8260.5537109375,9228.0
static,eth3d,playground,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.895013314834622,0.8399083340518436,1.5020159449055879,0.9035707999815005,0.5364612510265441,0.5410759234213112,1.1985146298701048,ok,,0.6749254082983385,1.1483595007961969,96.05542053783603,0.05806707330500077,0.06409813590327702,0.7855238120537251,12.730358833878432,77.44204711914062,8160.60107421875,8902.0
static,eth3d,playground,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.48469646477295314,0.36274058612048493,0.6695580624454149,0.3654938237711846,0.5680305620895636,0.6185296470448187,0.577127263609184,ok,,0.6965759417738147,1.1196706529984888,87.09635163898643,0.14469425054499813,0.06365384847726152,0.8076547728851438,12.381527771175687,83.60345458984375,8554.20654296875,9518.0
static,eth3d,playground,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.5695330309295876,0.4451143910727408,0.7895605790330631,0.3662735396310804,0.5447806965883552,0.556099361778343,0.6795468049813254,ok,,0.6868511167296153,1.142745887188014,93.0557531590558,0.09840794486160351,0.06466529034590965,0.8297532501164824,12.051775631606361,89.35731506347656,8950.82958984375,9936.0
static,eth3d,relief,Full cache,full_cache,full_cache,,ok,,10,0.49716496955432193,0.35872938043949754,0.4380353787934828,0.07979473688723945,0.8038765097016822,0.9427344552398453,0.46760017417390237,ok,,1.1670431332034628,2.559433455900973,61.79170517493003,0.22544298357004708,0.05332738919348713,0.8168432980310172,12.242250164878357,89.52963256835938,8260.5537109375,9228.0
static,eth3d,relief,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.4394378491550402,0.3700276533509621,0.504413919679215,0.2946931584654546,0.8316390882197358,0.9546033954106447,0.4719258844171276,ok,,1.0370463313805864,2.435366706240382,57.93517556220774,0.17502490866821654,0.04802509115764455,0.7857717019505799,12.726342747106127,77.69497680664062,8160.60107421875,8902.0
static,eth3d,relief,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.5103359540412028,0.4378155657882854,0.4681537618213028,0.08110264359285113,0.800429493138665,0.9367498674183653,0.48924485793125283,ok,,1.1571265098508947,2.50634786371973,62.20336154248181,0.2673335026471565,0.05157506052879435,0.8043348891660571,12.43263239565314,81.82892608642578,8554.20654296875,9518.0
static,eth3d,relief,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.5092640579336949,0.3772750661335962,0.437176235031688,0.07951754815934373,0.803682583068231,0.9431020904120835,0.47322014648269145,ok,,1.1723717899758475,2.559385844364335,61.73636103246471,0.22475433215464863,0.05320900651240374,0.9750237581320107,10.256160341321731,236.26034545898438,8950.82958984375,9936.0
static,eth3d,relief_2,Full cache,full_cache,full_cache,,ok,,10,0.6125450734418859,0.3923641484565024,0.41548082947261,0.07467332359333949,0.8114098304198288,0.9764252768920716,0.514012951457248,ok,,1.205261726098004,2.071091637650746,40.81820822155558,0.24068596827783706,0.04239320862659059,0.8181850239634514,12.222174333573115,92.3904037475586,8260.5537109375,9228.0
static,eth3d,relief_2,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.7299012506526169,0.5170529414845826,0.41678934989120164,0.07778235505341596,0.7982759502551472,0.9734529718307048,0.5733453002719093,ok,,1.27054999551102,2.176591220054117,44.54283621085241,0.2657850654843186,0.03940925699989186,0.7925075171515346,12.618176841959103,80.13414764404297,8160.60107421875,8902.0
static,eth3d,relief_2,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.5816856652991211,0.27998073119038946,0.40315276695908847,0.06673280382367097,0.8109593833724709,0.9747254587954552,0.4924192161291048,ok,,1.1290157964056144,1.9576885721434127,42.27815703143797,0.2886562031810618,0.05019765070279998,0.8073040398303419,12.386906923073912,83.08121490478516,8554.20654296875,9518.0
static,eth3d,relief_2,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.601444322274057,0.3910044144511421,0.4167935219254896,0.07572499243245029,0.8104768870367012,0.9756160665141678,0.5091189220997733,ok,,1.2035017993462043,2.0687110952759658,40.82211504147018,0.2525886899266377,0.04470345672977451,0.8450410680379719,11.833744392113557,88.61286163330078,8950.82958984375,9936.0
static,eth3d,terrace,Full cache,full_cache,full_cache,,ok,,10,0.7328894441991619,0.46186471696015685,1.4400525814043215,0.37464749224320104,0.778374252172414,0.9458072759974612,1.0864710128017416,ok,,1.8310404081163363,2.8305617060873014,34.979207558838276,0.2041535199746248,0.04942180062060706,1.6823292810004205,5.944139540894968,90.46937561035156,8260.5537109375,9228.0
static,eth3d,terrace,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.7848455815272875,0.5425830284912009,1.618876488693328,0.43655681408746927,0.7125419396231691,0.9147037385728335,1.2018610351103076,ok,,1.8803315441251183,2.816563412282291,35.92900476074198,0.18519724211615832,0.04898878247981625,0.799620094941929,12.505938836775021,80.26726531982422,8160.60107421875,8902.0
static,eth3d,terrace,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.7555861184965004,0.49158426667303917,1.5064215966715027,0.3770775794196889,0.7189573798822996,0.9215684695262287,1.1310038575840016,ok,,1.8510770663053349,2.830053617895231,36.27104198061846,0.15559840403332165,0.044401141187030264,0.7994375450070947,12.508794542432021,82.229248046875,8554.20654296875,9518.0
static,eth3d,terrace,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.733524397115515,0.463397405378436,1.4419231093674285,0.3765017011572383,0.7780748466908372,0.9462634165826851,1.0877237532414719,ok,,1.830283212629142,2.8270530362983415,34.97792974793743,0.2034189746414918,0.049247046793040886,1.2255590630229563,8.159541471085092,248.2001953125,8950.82958984375,9936.0
static,eth3d,terrains,Full cache,full_cache,full_cache,,ok,,10,0.2563055445363855,0.14684222736392505,0.17409498279927285,0.06519499576674494,0.7876720355937653,0.976102217053509,0.21520026366782918,ok,,1.1531580782322872,1.8202092116777893,19.880592063504025,0.3886538898186069,0.05638455957433094,0.80360465683043,12.443929878955538,88.47052764892578,8260.5537109375,9228.0
static,eth3d,terrains,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.5161661377887373,0.4672659580431119,0.6123127349273705,0.13022008204045538,0.6990538529296326,0.9461240037324739,0.5642394363580538,ok,,1.1022025136901672,1.9088355276805453,35.72856600595138,0.0723722385273267,0.05759988380702357,0.7820834151934832,12.786359876364408,77.15020751953125,8160.60107421875,8902.0
static,eth3d,terrains,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.36915589461045695,0.2857979542821344,0.3558203534496577,0.1311932587057518,0.7130939143577524,0.9323732974837196,0.3624881240300573,ok,,1.1972582706215344,1.6519022680432491,30.554460846950356,0.21741945792301934,0.05232294309760923,0.8029765079263598,12.453664461273494,81.6209945678711,8554.20654296875,9518.0
static,eth3d,terrains,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.26722282527734575,0.14991398603401865,0.18554320044434738,0.06703740743380701,0.7846242212271737,0.9750302645521544,0.22638301286084656,ok,,1.1582250286429685,1.8093985398663812,26.116532930674936,0.373180392387712,0.05600999594944441,0.8283076328225434,12.07280918796314,89.71981048583984,8950.82958984375,9936.0
static,nrgbd,breakfast_room,Full cache,full_cache,full_cache,,ok,,12,0.02219370408180743,0.012893820552494849,0.013945946492938876,0.006970291621913333,0.910342014741083,0.9916837209213766,0.018069825287373154,ok,,0.03750740987317555,0.06544101014645118,0.9605435136956203,0.9815565874787415,0.025997015447190915,0.9950743271037936,12.059400662990184,96.7567367553711,8475.8935546875,9610.0
static,nrgbd,breakfast_room,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,12,0.028156603908213007,0.019794125761373425,0.017748813355532463,0.009917008625988976,0.8936765562533453,0.990612487158279,0.022952708631872737,ok,,0.045890168105990004,0.07213360130785611,1.1857882455160844,0.9776304076318028,0.03185177680455719,0.9431668671313673,12.723093249127677,77.15532684326172,8182.84912109375,8930.0
static,nrgbd,breakfast_room,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,12,0.02288224868653875,0.014310247310023966,0.01422332413835308,0.007307256920065706,0.9151467553644044,0.9917245656666,0.018552786412445916,ok,,0.03701376719328268,0.06374103224874395,1.003927423087035,0.9816595583545918,0.02675821307707691,0.9827087230514735,12.211146312752787,88.34662628173828,8574.29638671875,9564.0
static,nrgbd,breakfast_room,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,12,0.021502301986173707,0.012112303238553584,0.013357546022402194,0.006350965022336515,0.9116103354308236,0.991629263141711,0.01742992400428795,ok,,0.03878201299635912,0.06490508276764878,0.934759118430004,0.9813655931122449,0.025360379828603292,1.0092380458954722,11.890158173092548,91.040771484375,8971.76318359375,9878.0
static,nrgbd,complete_kitchen,Full cache,full_cache,full_cache,,ok,,13,0.17462635068004403,0.15057510762689513,0.11611632288798611,0.06514730471698563,0.7210773905457436,0.943813859239592,0.14537133678401506,ok,,0.31094418168213306,0.2891829883711754,0.7967656899894465,0.37683661204866564,0.05396575409835046,1.0949267069809139,11.872940825277183,101.2459487915039,8584.6904296875,10022.0
