task,dataset,sequence,method,method_id,cache_policy,cache_window_size,status,error,num_frames,accuracy,accuracy_median,completeness,completeness_median,normal_consistency,normal_consistency_median,overall,pose_status,pose_error,ate,rpe_trans,rpe_rot_deg,icp_fitness,icp_rmse,inference_sec,fps_inference,final_frame_ms,peak_allocated_mib,peak_reserved_mib
static,nrgbd,complete_kitchen,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,13,0.16794240497393065,0.12165522325691953,0.08000435586067813,0.0475484294159436,0.8019408217775961,0.9772912673554834,0.12397338041730438,ok,,0.33846584466643864,0.3106513642050095,0.8451529768017344,0.45963132849293564,0.0445102341982384,1.0262646570336074,12.667297768566034,78.56742095947266,8191.39208984375,8920.0
static,nrgbd,complete_kitchen,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,13,0.18697350655252432,0.14455191291787906,0.1347915493898172,0.06081328560316287,0.7277820047596533,0.9433331424207587,0.16088252797117075,ok,,0.32850203539378975,0.3061949401492603,0.8166967312109683,0.38745462127158553,0.05149180046175351,1.0472698749508709,12.413228252755625,81.77254486083984,8581.36669921875,9650.0
static,nrgbd,complete_kitchen,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,13,0.18303234307950708,0.15186619425080877,0.12847919261257346,0.08101626598135048,0.7071056509669991,0.9269648971820765,0.15575576784604028,ok,,0.32485555849329467,0.3090854809483103,0.7997921736688304,0.3536336710164835,0.0535385075085357,1.0929720541462302,11.894174192911901,90.2656021118164,8981.93701171875,9924.0
static,nrgbd,green_room,Full cache,full_cache,full_cache,,ok,,15,0.055314676271548895,0.03544380001382058,0.07188899254663406,0.019751947721081672,0.8916191466085077,0.9940835793148767,0.06360183440909148,ok,,0.06556528414824084,0.08230448766464864,0.5443571269071088,0.8227441044630677,0.04022032944891025,1.3110970919951797,11.440800297385717,109.40415954589844,8808.80078125,10202.0
static,nrgbd,green_room,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,15,0.07164135181880484,0.05437733066782767,0.08229826999455406,0.02918298723412458,0.8571714045265152,0.99198815887983,0.07696981090667945,ok,,0.11546859436506611,0.10448010016218956,0.6934613658886909,0.7391293320482802,0.048955157859952775,1.1744963289238513,12.771432000765776,79.0118408203125,8210.14013671875,9010.0
static,nrgbd,green_room,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,15,0.07258492506599286,0.05081979609267662,0.08647292970335735,0.02805141003309696,0.8434367619107251,0.9924600203387353,0.0795289273846751,ok,,0.10152143154213086,0.09479990875318552,0.5636590619706547,0.7194410553097876,0.046904233107649726,1.215702994959429,12.33853997414935,82.37260437011719,8602.30419921875,9628.0
static,nrgbd,green_room,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,15,0.06348778988858358,0.04821489080259407,0.07453161167625541,0.020602844090540785,0.8923896686262793,0.9931491631527773,0.0690097007824195,ok,,0.08457417502197516,0.09240616839646588,0.5661702372855657,0.8122118308535546,0.04799351904540484,1.270951041020453,11.802185541275,88.65996551513672,9001.25341796875,9994.0
static,nrgbd,grey_white_room,Full cache,full_cache,full_cache,,ok,,15,0.19437977526454542,0.07063695892403281,0.16391621125997147,0.03231973906027427,0.7932001190700837,0.9743445274077557,0.17914799326225844,ok,,0.25850941760892293,0.20932701221807604,1.6974979497566136,0.6006338530097638,0.04581218641343181,1.3186037298291922,11.375669324053144,109.88543701171875,8808.80078125,10202.0
static,nrgbd,grey_white_room,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,15,0.10558803776615297,0.05572136182883889,0.09424857971308434,0.04282990161206515,0.815944706415692,0.9850691688157368,0.09991830873961866,ok,,0.2238026130946448,0.21452493888010024,1.729117798908523,0.6650446672617688,0.045372973985587935,1.190948439994827,12.595003693077725,78.45887756347656,8210.14013671875,9010.0
static,nrgbd,grey_white_room,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,15,0.16245389949839414,0.06852142997429127,0.13835595621652977,0.031465365023695006,0.7914122710024964,0.9773351177218135,0.15040492785746196,ok,,0.2964417859930346,0.24915628914801852,1.8337797687619728,0.5965816224145924,0.044650580172671046,1.2185244378633797,12.309970595502978,83.41606140136719,8602.30419921875,9628.0
static,nrgbd,grey_white_room,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,15,0.22495819857742327,0.07231321849715228,0.17804982260083282,0.03786724344080309,0.7975948653068914,0.9720863500287795,0.20150401058912804,ok,,0.30235753630686024,0.24043998018160437,1.7582829879838486,0.5583497678409555,0.0421787469026073,1.2754854911472648,11.760227853715454,89.01017761230469,9001.25341796875,9994.0
static,nrgbd,kitchen,Full cache,full_cache,full_cache,,ok,,16,0.1430541474304041,0.07389290440042527,0.10292359153837165,0.027972682957836968,0.872253459177097,0.9944595908367534,0.12298886948438786,ok,,0.2122329569045118,0.2514393548181864,0.976375582525705,0.5726990991709183,0.04470697976822985,1.444010836072266,11.0802492615085,116.40729522705078,8932.77587890625,10300.0
static,nrgbd,kitchen,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,16,0.16014473619262332,0.05416838514715955,0.126588294891185,0.03505289795865535,0.8589520025250061,0.9945925606451631,0.14336651554190416,ok,,0.3445882933878401,0.4107640696764802,0.8469929851602122,0.7063125298947704,0.04774836934528854,1.2569236860144883,12.729491995439707,76.939453125,8221.49169921875,9012.0
static,nrgbd,kitchen,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,16,0.19539912201331122,0.13786884358088547,0.1585074438160863,0.08893265796080327,0.8064204207730219,0.9914597700892208,0.17695328291469875,ok,,0.32169203668336693,0.32158952614265424,0.8896030802953704,0.42310317681760207,0.048185903536197124,1.2934284259099513,12.370224497535453,81.29740905761719,8612.57958984375,9596.0
static,nrgbd,kitchen,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,16,0.21291288151147933,0.17061443368051302,0.16871144110247704,0.056996939388625184,0.8194406187963048,0.9914173151905116,0.1908121613069782,ok,,0.27012893041523106,0.27746462893812274,0.9950281697152514,0.4168688715720663,0.044198007953918456,1.8936284079682082,8.449387394418842,87.478271484375,9009.32763671875,9958.0
static,nrgbd,morning_apartment,Full cache,full_cache,full_cache,,ok,,10,0.03589100731396269,0.02192442148376785,0.028330809973435112,0.01964151766025239,0.8309898512032361,0.983535017801242,0.0321109086436989,ok,,0.04800773559782097,0.06131364082474787,0.5279078239407321,0.9173230229591837,0.03315199676611732,0.8088965360075235,12.3625204891556,89.39212799072266,8260.5537109375,9228.0
static,nrgbd,morning_apartment,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,10,0.033332376769417985,0.026045047705948725,0.03377874845986261,0.027388908469495748,0.8475792735470554,0.988259151626988,0.033555562614640294,ok,,0.043263877233781584,0.05391385672930675,0.656411910092664,0.983755181760204,0.03552257470591863,0.7825291501358151,12.779076662210485,76.93926239013672,8160.60107421875,8902.0
static,nrgbd,morning_apartment,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,10,0.036112640013793454,0.023281796778761923,0.02970674227378315,0.021032028838386257,0.8248989364697281,0.9835624786468342,0.032909691143788306,ok,,0.04532333659613989,0.06316216138670301,0.5677122270075928,0.9255978954081633,0.03444631760846862,0.8096389519050717,12.351184409384093,82.73612976074219,8554.20654296875,9518.0
static,nrgbd,morning_apartment,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,10,0.03595069700735567,0.021980339598096216,0.028348247964317952,0.019697541747462813,0.8306298490803131,0.9834925132057153,0.032149472485836814,ok,,0.048322225592232586,0.06171509349227939,0.5311657411243125,0.9171316964285714,0.03317267764469194,0.823821160942316,12.138556854453268,88.0732192993164,8950.82958984375,9936.0
static,nrgbd,staircase,Full cache,full_cache,full_cache,,ok,,12,0.0489944705856054,0.03549237926059378,0.02444418259550848,0.017806575863816662,0.85346793190897,0.9826310924651052,0.03671932659055694,ok,,0.07024468174889996,0.08337742202050902,0.7333510887559488,0.8710256563562925,0.04217498162414719,0.9918299338314682,12.098848391925062,96.64530944824219,8475.8935546875,9610.0
static,nrgbd,staircase,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,12,0.08389526525280373,0.057554025935647145,0.036555972040316395,0.024024792349077728,0.8125492941181407,0.9801071880743234,0.060225618646560064,ok,,0.12130606437038774,0.13504140341206744,0.6874245932363924,0.6876909943664966,0.04909667899217241,0.9538551839068532,12.580526061461166,78.72614288330078,8182.84912109375,8930.0
static,nrgbd,staircase,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,12,0.07494154760814795,0.05494860615314971,0.03281443783525152,0.0218876347558749,0.8207337200314202,0.9793923383139803,0.053877992721699734,ok,,0.10249876414210157,0.113851876800491,0.6902509726906936,0.7053554820365646,0.04831031926285103,0.963485079118982,12.454785507392486,82.19667053222656,8574.29638671875,9564.0
static,nrgbd,staircase,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,12,0.05843842434397385,0.04089828593667938,0.02568737970805185,0.018315256979110517,0.8402808528566319,0.9816717826130109,0.04206290202601285,ok,,0.07397170563828705,0.08473972637241889,0.7087503869793974,0.832649075255102,0.045622115029627035,1.0025214259512722,11.9698189877722,89.51091003417969,8971.76318359375,9878.0
static,nrgbd,thin_geometry,Full cache,full_cache,full_cache,,ok,,4,0.04537859990627281,0.030828670165112745,0.02588532881521963,0.020862404807590395,0.9067174770063959,0.988522571459582,0.03563196436074622,ok,,0.11479674004890124,0.20348769450877496,0.6667831500143868,0.9131764301666381,0.03931718144267912,0.31439149007201195,12.722990686178537,73.12384033203125,7617.3486328125,8366.0
static,nrgbd,thin_geometry,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,4,0.04537859990627281,0.030828670165112745,0.02588532881521963,0.020862404807590395,0.9067174770063959,0.988522571459582,0.03563196436074622,ok,,0.11479674004890124,0.20348769450877496,0.6667831500143868,0.9131764301666381,0.03931718144267912,1.0287008110899478,3.8883997726820563,73.29177856445312,7617.3095703125,8394.0
static,nrgbd,thin_geometry,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,4,0.04537859990627281,0.030828670165112745,0.02588532881521963,0.020862404807590395,0.9067174770063959,0.988522571459582,0.03563196436074622,ok,,0.11479674004890124,0.20348769450877496,0.6667831500143868,0.9131764301666381,0.03931718144267912,0.319138886872679,12.53372799284033,74.0126724243164,7617.3095703125,8394.0
static,nrgbd,thin_geometry,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,4,0.04537859990627281,0.030828670165112745,0.02588532881521963,0.020862404807590395,0.9067174770063959,0.988522571459582,0.03563196436074622,ok,,0.11479674004890124,0.20348769450877496,0.6667831500143868,0.9131764301666381,0.03931718144267912,0.3213639101013541,12.446948379295144,74.46835327148438,8008.689453125,8676.0
static,nrgbd,whiteroom,Full cache,full_cache,full_cache,,ok,,17,0.06928515257479564,0.04724101621883077,0.029436534451372974,0.018890458883279785,0.8483697790978028,0.9863208102326554,0.04936084351308431,ok,,0.12316315711725594,0.11819305739152026,0.6079266665629637,0.7571152811544052,0.04641124204265854,1.5651370838750154,10.861668396426253,118.03852844238281,9055.66357421875,10576.0
static,nrgbd,whiteroom,K4,k4,anchor_recent_dino_diverse_k4,4,ok,,17,0.06536896249571564,0.05102330235000103,0.027293344248362883,0.018104919753102577,0.8369675787409024,0.9825564795653238,0.04633115337203926,ok,,0.19496473573192247,0.158472632841073,0.6194648399588726,0.7607818092279083,0.04930602422402241,1.3297999559435993,12.783877698309247,77.9837417602539,8230.42919921875,9054.0
static,nrgbd,whiteroom,K6,k6,anchor_recent_dino_diverse_k6,6,ok,,17,0.07614320231331233,0.049351825999455166,0.02521587276821857,0.015838587357346518,0.8193234160981879,0.9784043785060323,0.05067953754076545,ok,,0.1990470277118171,0.15406861606027983,0.5981276271278143,0.7174329031353608,0.04570242269924362,1.3872705190442502,12.25427900804237,82.10649871826172,8618.45849609375,9684.0
static,nrgbd,whiteroom,K8,k8,anchor_recent_dino_diverse_k8,8,ok,,17,0.10609617955501424,0.0793164162572566,0.03675380210743477,0.026983275963615688,0.8272151990657252,0.984516726094885,0.0714249908312245,ok,,0.19243685856405796,0.1504985420605206,0.6012410583281163,0.5942854883372055,0.05430350666388735,1.4467563868965954,11.750423329021078,88.84223937988281,9019.81787109375,9956.0
