source_coverage_ok,frozen_roles_ok,stage4c_evidence_ok,stage4e_stop_decision_ok,case_assets_ok,required_assets_ok,manifest_hashes_ok,num_manifest_assets,decision
yes,yes,yes,yes,yes,yes,yes,22,PASS_PAPER_ASSETS_FROZEN
